atributo,importancia
categorical__tracado_via_Reta;Declive;Desvio Temporário,0.0
categorical__tracado_via_Reta;Declive,0.0
categorical__tracado_via_Reta;Aclive;Viaduto;Em Obras,0.0
categorical__tracado_via_Ponte;Desvio Temporário;Em Obras;Reta,0.0
categorical__tracado_via_Ponte;Desvio Temporário;Reta,0.0
categorical__tracado_via_Ponte;Em Obras;Desvio Temporário,0.0
categorical__tracado_via_Ponte;Em Obras;Reta,0.0
categorical__tracado_via_Ponte;Em Obras;Reta;Desvio Temporário,0.0
categorical__tracado_via_Ponte;Reta,0.0
categorical__tracado_via_Ponte;Reta;Aclive,0.0
categorical__tracado_via_Declive;Curva;Interseção de Vias;Rotatória,0.0
categorical__tracado_via_Ponte;Reta;Em Obras,0.0
categorical__tracado_via_Ponte;Viaduto;Reta,0.0
categorical__tracado_via_Reta;Aclive,0.0
categorical__tracado_via_Reta;Aclive;Desvio Temporário,0.0
categorical__tracado_via_Reta;Aclive;Em Obras,0.0
categorical__tracado_via_Reta;Aclive;Interseção de Vias,0.0
categorical__tracado_via_Reta;Aclive;Interseção de Vias;Retorno Regulamentado,0.0
categorical__tracado_via_Reta;Aclive;Ponte,0.0
categorical__tracado_via_Reta;Aclive;Retorno Regulamentado,0.0
categorical__tracado_via_Reta;Aclive;Retorno Regulamentado;Interseção de Vias,0.0
categorical__tracado_via_Reta;Aclive;Rotatória,0.0
categorical__tracado_via_Reta;Aclive;Rotatória;Interseção de Vias,0.0
categorical__tracado_via_Reta;Aclive;Viaduto,0.0
categorical__tracado_via_Reta;Em Obras;Retorno Regulamentado,0.0
categorical__tracado_via_Reta;Em Obras;Rotatória;Retorno Regulamentado,0.0
categorical__tracado_via_Reta;Interseção de Vias,0.0
categorical__tracado_via_Reta;Rotatória;Interseção de Vias,0.0
categorical__tracado_via_Reta;Túnel,0.0
categorical__tracado_via_Reta;Túnel;Aclive;Interseção de Vias,0.0
categorical__tracado_via_Reta;Viaduto,0.0
categorical__tracado_via_Reta;Viaduto;Aclive,0.0
categorical__tracado_via_Reta;Viaduto;Declive,0.0
categorical__tracado_via_Reta;Viaduto;Em Obras,0.0
categorical__tracado_via_Reta;Viaduto;Retorno Regulamentado,0.0
categorical__tracado_via_Reta;Viaduto;Retorno Regulamentado;Interseção de Vias,0.0
categorical__tracado_via_Retorno Regulamentado,0.0
categorical__tracado_via_Retorno Regulamentado;Aclive,0.0
categorical__tracado_via_Retorno Regulamentado;Aclive;Interseção de Vias;Rotatória;Curva,0.0
categorical__tracado_via_Retorno Regulamentado;Aclive;Reta,0.0
categorical__tracado_via_Retorno Regulamentado;Curva,0.0
categorical__tracado_via_Retorno Regulamentado;Curva;Aclive,0.0
categorical__tracado_via_Retorno Regulamentado;Curva;Declive,0.0
categorical__tracado_via_Retorno Regulamentado;Curva;Interseção de Vias,0.0
categorical__tracado_via_Retorno Regulamentado;Curva;Viaduto,0.0
categorical__tracado_via_Retorno Regulamentado;Declive,0.0
categorical__tracado_via_Retorno Regulamentado;Declive;Curva,0.0
categorical__tracado_via_Retorno Regulamentado;Declive;Em Obras;Reta,0.0
categorical__tracado_via_Retorno Regulamentado;Declive;Interseção de Vias,0.0
categorical__tracado_via_Reta;Rotatória;Retorno Regulamentado,0.0
categorical__tracado_via_Reta;Rotatória;Declive;Interseção de Vias;Viaduto,0.0
categorical__tracado_via_Reta;Interseção de Vias;Aclive,0.0
categorical__tracado_via_Reta;Rotatória;Declive,0.0
categorical__tracado_via_Reta;Interseção de Vias;Declive,0.0
categorical__tracado_via_Reta;Interseção de Vias;Declive;Viaduto,0.0
categorical__tracado_via_Reta;Interseção de Vias;Desvio Temporário;Em Obras,0.0
categorical__tracado_via_Reta;Interseção de Vias;Em Obras,0.0
categorical__tracado_via_Reta;Interseção de Vias;Retorno Regulamentado,0.0
categorical__tracado_via_Reta;Interseção de Vias;Retorno Regulamentado;Aclive,0.0
categorical__tracado_via_Reta;Interseção de Vias;Rotatória,0.0
categorical__tracado_via_Reta;Interseção de Vias;Rotatória;Aclive,0.0
categorical__tracado_via_Reta;Interseção de Vias;Rotatória;Retorno Regulamentado,0.0
categorical__tracado_via_Reta;Interseção de Vias;Viaduto,0.0
categorical__tracado_via_Reta;Interseção de Vias;Viaduto;Declive,0.0
categorical__tracado_via_Reta;Ponte,0.0
categorical__tracado_via_Reta;Ponte;Aclive,0.0
categorical__tracado_via_Reta;Ponte;Declive,0.0
categorical__tracado_via_Reta;Ponte;Em Obras,0.0
categorical__tracado_via_Reta;Retorno Regulamentado,0.0
categorical__tracado_via_Reta;Retorno Regulamentado;Aclive,0.0
categorical__tracado_via_Reta;Retorno Regulamentado;Declive,0.0
categorical__tracado_via_Reta;Retorno Regulamentado;Interseção de Vias,0.0
categorical__tracado_via_Reta;Retorno Regulamentado;Rotatória,0.0
categorical__tracado_via_Reta;Rotatória,0.0
categorical__tracado_via_Declive;Curva;Ponte,0.0
categorical__uf_(null),0.0
categorical__tracado_via_Declive;Curva;Interseção de Vias,0.0
categorical__br_601,0.0
categorical__br_463,0.0
categorical__br_465,0.0
categorical__br_467,0.0
categorical__br_468,0.0
categorical__br_469,0.0
categorical__br_470,0.0
categorical__br_471,0.0
categorical__br_472,0.0
categorical__br_473,0.0
categorical__br_474,0.0
categorical__br_476,0.0
categorical__br_480,0.0
categorical__br_482,0.0
categorical__br_484,0.0
categorical__br_485,0.0
categorical__br_487,0.0
categorical__br_488,0.0
categorical__br_489,0.0
categorical__br_493,0.0
categorical__br_495,0.0
categorical__br_50,0.0
categorical__br_460,0.0
categorical__br_459,0.0
categorical__br_453,0.0
categorical__br_428,0.0
categorical__br_419,0.0
categorical__br_420,0.0
categorical__br_421,0.0
categorical__br_422,0.0
categorical__br_423,0.0
categorical__br_424,0.0
categorical__br_425,0.0
categorical__br_426,0.0
categorical__br_427,0.0
categorical__br_429,0.0
categorical__br_452,0.0
categorical__br_430,0.0
categorical__br_432,0.0
categorical__br_433,0.0
categorical__br_434,0.0
categorical__br_435,0.0
categorical__br_436,0.0
categorical__br_447,0.0
categorical__br_448,0.0
categorical__br_450,0.0
categorical__br_60,0.0
categorical__br_605,0.0
categorical__tracado_via_Declive;Curva;Em Obras;Ponte,0.0
categorical__br_660,0.0
categorical__causa_acidente_Agressão Externa,0.0
categorical__causa_acidente_Animais na Pista,0.0
categorical__causa_acidente_Ausência de sinalização,0.0
categorical__causa_acidente_Avarias e/ou desgaste excessivo no pneu,0.0
categorical__causa_acidente_Carga excessiva e/ou mal acondicionada,0.0
categorical__causa_acidente_Chuva,0.0
categorical__causa_acidente_Condutor Dormindo,0.0
categorical__causa_acidente_Condutor deixou de manter distância do veículo da frente,0.0
categorical__causa_acidente_Condutor desrespeitou a iluminação vermelha do semáforo,0.0
categorical__causa_acidente_Condutor usando celular,0.0
categorical__causa_acidente_Conversão proibida,0.0
categorical__causa_acidente_Curva acentuada,0.0
categorical__causa_acidente_Declive acentuado,0.0
categorical__causa_acidente_Defeito Mecânico no Veículo,0.0
categorical__causa_acidente_Defeito na Via,0.0
categorical__causa_acidente_Defeito na via,0.0
categorical__causa_acidente_Deficiência do Sistema de Iluminação/Sinalização,0.0
categorical__causa_acidente_Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo,0.0
categorical__causa_acidente_Deixar de acionar o farol da motocicleta (ou similar),0.0
categorical__causa_acidente_Demais Fenômenos da natureza,0.0
categorical__causa_acidente_Demais falhas mecânicas ou elétricas,0.0
categorical__causa_acidente_Afundamento ou ondulação no pavimento,0.0
categorical__causa_acidente_Acumulo de óleo sobre o pavimento,0.0
categorical__causa_acidente_Acumulo de água sobre o pavimento,0.0
categorical__dia_semana_Sexta,0.0
categorical__br_687,0.0
categorical__br_7,0.0
categorical__br_70,0.0
categorical__br_719,0.0
categorical__br_80,0.0
categorical__dia_semana_Domingo,0.0
categorical__dia_semana_Quarta,0.0
categorical__dia_semana_Quinta,0.0
categorical__dia_semana_Segunda,0.0
categorical__dia_semana_Sábado,0.0
categorical__causa_acidente_Acumulo de areia ou detritos sobre o pavimento,0.0
categorical__dia_semana_Terça,0.0
categorical__dia_semana_domingo,0.0
categorical__dia_semana_quarta-feira,0.0
categorical__dia_semana_quinta-feira,0.0
categorical__dia_semana_segunda-feira,0.0
categorical__dia_semana_terça-feira,0.0
categorical__causa_acidente_Acessar a via sem observar a presença dos outros veículos,0.0
categorical__causa_acidente_Acesso irregular,0.0
categorical__causa_acidente_Acostamento em desnível,0.0
categorical__br_418,0.0
categorical__br_416,0.0
categorical__br_415,0.0
categorical__br_414,0.0
categorical__br_122,0.0
categorical__br_135,0.0
categorical__br_146,0.0
categorical__br_153,0.0
categorical__br_155,0.0
categorical__br_156,0.0
categorical__br_158,0.0
categorical__br_163,0.0
categorical__br_174,0.0
categorical__br_20,0.0
categorical__br_210,0.0
categorical__br_216,0.0
categorical__br_222,0.0
categorical__br_226,0.0
categorical__br_230,0.0
categorical__br_232,0.0
categorical__br_235,0.0
categorical__br_242,0.0
categorical__br_251,0.0
categorical__br_259,0.0
categorical__br_262,0.0
categorical__br_120,0.0
categorical__br_110,0.0
categorical__br_104,0.0
categorical__uf_PB,0.0
categorical__uf_AL,0.0
categorical__uf_AM,0.0
categorical__uf_AP,0.0
categorical__uf_DF,0.0
categorical__uf_GO,0.0
categorical__uf_MA,0.0
categorical__uf_MS,0.0
categorical__uf_MT,0.0
categorical__uf_PA,0.0
categorical__uf_PE,0.0
categorical__br_101,0.0
categorical__uf_PI,0.0
categorical__uf_RN,0.0
categorical__uf_RO,0.0
categorical__uf_RR,0.0
categorical__uf_SE,0.0
categorical__uf_TO,0.0
categorical__br_(null),0.0
categorical__br_0,0.0
categorical__br_10,0.0
categorical__br_265,0.0
categorical__br_267,0.0
categorical__br_272,0.0
categorical__br_40,0.0
categorical__br_367,0.0
categorical__br_369,0.0
categorical__br_373,0.0
categorical__br_376,0.0
categorical__br_377,0.0
categorical__br_381,0.0
categorical__br_386,0.0
categorical__br_392,0.0
categorical__br_393,0.0
categorical__br_401,0.0
categorical__br_364,0.0
categorical__br_402,0.0
categorical__br_403,0.0
categorical__br_404,0.0
categorical__br_405,0.0
categorical__br_406,0.0
categorical__br_407,0.0
categorical__br_408,0.0
categorical__br_410,0.0
categorical__br_412,0.0
categorical__br_365,0.0
categorical__br_363,0.0
categorical__br_277,0.0
categorical__br_316,0.0
categorical__br_280,0.0
categorical__br_282,0.0
categorical__br_285,0.0
categorical__br_287,0.0
categorical__br_290,0.0
categorical__br_293,0.0
categorical__br_30,0.0
categorical__br_304,0.0
categorical__br_308,0.0
categorical__br_317,0.0
categorical__br_361,0.0
categorical__br_319,0.0
categorical__br_324,0.0
categorical__br_330,0.0
categorical__br_342,0.0
categorical__br_343,0.0
categorical__br_349,0.0
categorical__br_354,0.0
categorical__br_356,0.0
categorical__br_359,0.0
categorical__causa_acidente_Demais falhas na via,0.0
categorical__causa_acidente_Desobediência à sinalização,0.0
categorical__causa_acidente_Desobediência às normas de trânsito pelo condutor,0.0
categorical__condicao_metereologica_Vento,0.0
categorical__tracado_via_Aclive;Reta;Interseção de Vias;Retorno Regulamentado,0.0
categorical__tracado_via_Aclive;Reta;Ponte,0.0
categorical__tracado_via_Aclive;Reta;Retorno Regulamentado,0.0
categorical__tracado_via_Aclive;Reta;Rotatória,0.0
categorical__tracado_via_Aclive;Reta;Viaduto,0.0
categorical__tracado_via_Aclive;Retorno Regulamentado,0.0
categorical__tracado_via_Aclive;Retorno Regulamentado;Curva,0.0
categorical__tracado_via_Aclive;Retorno Regulamentado;Reta,0.0
categorical__tracado_via_Aclive;Rotatória,0.0
categorical__tracado_via_Aclive;Rotatória;Interseção de Vias;Reta;Viaduto,0.0
categorical__tracado_via_Aclive;Viaduto,0.0
categorical__tracado_via_Aclive;Viaduto;Curva,0.0
categorical__tracado_via_Aclive;Viaduto;Em Obras,0.0
categorical__tracado_via_Aclive;Viaduto;Reta,0.0
categorical__tracado_via_Cruzamento,0.0
categorical__tracado_via_Curva;Aclive,0.0
categorical__tracado_via_Curva;Aclive;Em Obras,0.0
categorical__tracado_via_Curva;Aclive;Interseção de Vias,0.0
categorical__tracado_via_Curva;Aclive;Ponte,0.0
categorical__tracado_via_Curva;Aclive;Retorno Regulamentado,0.0
categorical__tracado_via_Curva;Aclive;Rotatória,0.0
categorical__tracado_via_Aclive;Reta;Interseção de Vias,0.0
categorical__tracado_via_Aclive;Reta;Em Obras,0.0
categorical__tracado_via_Aclive;Reta,0.0
categorical__tracado_via_Aclive;Curva;Viaduto,0.0
categorical__tipo_pista_Múltipla,0.0
categorical__tracado_via_(null),0.0
categorical__tracado_via_Aclive,0.0
categorical__tracado_via_Aclive;Curva,0.0
categorical__tracado_via_Aclive;Curva;Em Obras,0.0
categorical__tracado_via_Aclive;Curva;Interseção de Vias,0.0
categorical__tracado_via_Aclive;Curva;Interseção de Vias;Viaduto,0.0
categorical__tracado_via_Aclive;Curva;Retorno Regulamentado,0.0
categorical__tracado_via_Aclive;Curva;Rotatória,0.0
categorical__tracado_via_Aclive;Desvio Temporário;Em Obras;Reta,0.0
categorical__tracado_via_Aclive;Ponte;Curva,0.0
categorical__tracado_via_Aclive;Em Obras,0.0
categorical__tracado_via_Aclive;Em Obras;Curva,0.0
categorical__tracado_via_Aclive;Em Obras;Desvio Temporário;Interseção de Vias;Curva,0.0
categorical__tracado_via_Aclive;Em Obras;Reta,0.0
categorical__tracado_via_Aclive;Interseção de Vias,0.0
categorical__tracado_via_Aclive;Interseção de Vias;Curva,0.0
categorical__tracado_via_Aclive;Interseção de Vias;Reta,0.0
categorical__tracado_via_Aclive;Interseção de Vias;Reta;Retorno Regulamentado,0.0
categorical__tracado_via_Aclive;Interseção de Vias;Viaduto;Rotatória,0.0
categorical__tracado_via_Curva;Aclive;Viaduto,0.0
categorical__tracado_via_Curva;Declive,0.0
categorical__tracado_via_Curva;Declive;Em Obras,0.0
categorical__tracado_via_Curva;Túnel,0.0
categorical__tracado_via_Curva;Ponte;Em Obras,0.0
categorical__uf_AC,0.0
categorical__tracado_via_Curva;Retorno Regulamentado;Declive,0.0
categorical__tracado_via_Curva;Retorno Regulamentado;Interseção de Vias,0.0
categorical__tracado_via_Curva;Retorno Regulamentado;Rotatória,0.0
categorical__tracado_via_Curva;Rotatória,0.0
categorical__tracado_via_Curva;Rotatória;Aclive,0.0
categorical__tracado_via_Curva;Rotatória;Declive,0.0
categorical__tracado_via_Curva;Rotatória;Interseção de Vias;Declive,0.0
categorical__tracado_via_Curva;Túnel;Declive;Retorno Regulamentado,0.0
categorical__tracado_via_Curva;Ponte;Aclive,0.0
categorical__tracado_via_Curva;Viaduto,0.0
categorical__tracado_via_Curva;Viaduto;Aclive,0.0
categorical__tracado_via_Curva;Viaduto;Declive,0.0
categorical__tracado_via_Curva;Viaduto;Interseção de Vias,0.0
categorical__tracado_via_Curva;Viaduto;Retorno Regulamentado,0.0
categorical__tracado_via_Declive,0.0
categorical__tracado_via_Declive;Curva,0.0
categorical__tracado_via_Declive;Curva;Desvio Temporário,0.0
categorical__tracado_via_Declive;Curva;Em Obras,0.0
categorical__tracado_via_Curva;Ponte;Declive,0.0
categorical__tracado_via_Curva;Ponte,0.0
categorical__tracado_via_Curva;Declive;Interseção de Vias,0.0
categorical__tracado_via_Curva;Desvio Temporário;Em Obras;Ponte,0.0
categorical__tracado_via_Curva;Declive;Interseção de Vias;Viaduto,0.0
categorical__tracado_via_Curva;Declive;Ponte,0.0
categorical__tracado_via_Curva;Declive;Retorno Regulamentado,0.0
categorical__tracado_via_Curva;Declive;Retorno Regulamentado;Viaduto,0.0
categorical__tracado_via_Curva;Declive;Rotatória,0.0
categorical__tracado_via_Curva;Declive;Viaduto,0.0
categorical__tracado_via_Curva;Desvio Temporário,0.0
categorical__tracado_via_Curva;Desvio Temporário;Aclive;Interseção de Vias;Em Obras,0.0
categorical__tracado_via_Curva;Desvio Temporário;Em Obras,0.0
categorical__tracado_via_Curva;Em Obras,0.0
categorical__tracado_via_Curva;Interseção de Vias;Viaduto,0.0
categorical__tracado_via_Curva;Em Obras;Declive,0.0
categorical__tracado_via_Curva;Em Obras;Desvio Temporário,0.0
categorical__tracado_via_Curva;Interseção de Vias,0.0
categorical__tracado_via_Curva;Interseção de Vias;Aclive,0.0
categorical__tracado_via_Curva;Interseção de Vias;Declive,0.0
categorical__tracado_via_Curva;Interseção de Vias;Em Obras,0.0
categorical__tracado_via_Curva;Interseção de Vias;Retorno Regulamentado,0.0
categorical__tracado_via_Curva;Interseção de Vias;Retorno Regulamentado;Viaduto,0.0
categorical__tracado_via_Curva;Interseção de Vias;Rotatória,0.0
categorical__tipo_pista_(null),0.0
categorical__condicao_metereologica_Sol,0.0
categorical__causa_acidente_Desobediência às normas de trânsito pelo pedestre,0.0
categorical__condicao_metereologica_Nevoeiro/neblina,0.0
categorical__causa_acidente_Objeto estático sobre o leito carroçável,0.0
categorical__causa_acidente_Obras na pista,0.0
categorical__causa_acidente_Obstrução na via,0.0
categorical__causa_acidente_Outras,0.0
categorical__causa_acidente_Participar de racha,0.0
categorical__causa_acidente_Pedestre - Ingestão de álcool/ substâncias psicoativas,0.0
categorical__causa_acidente_Pedestre andava na pista,0.0
categorical__causa_acidente_Pedestre cruzava a pista fora da faixa,0.0
categorical__causa_acidente_Pista Escorregadia,0.0
categorical__causa_acidente_Pista em desnível,0.0
categorical__causa_acidente_Pista esburacada,0.0
categorical__causa_acidente_Problema com o freio,0.0
categorical__causa_acidente_Problema na suspensão,0.0
categorical__causa_acidente_Reação tardia ou ineficiente do condutor,0.0
categorical__causa_acidente_Redutor de velocidade em desacordo,0.0
categorical__causa_acidente_Restrição de Visibilidade,0.0
categorical__causa_acidente_Restrição de visibilidade em curvas horizontais,0.0
categorical__causa_acidente_Restrição de visibilidade em curvas verticais,0.0
categorical__causa_acidente_Retorno proibido,0.0
categorical__causa_acidente_Semáforo com defeito,0.0
categorical__causa_acidente_Sinalização da via insuficiente ou inadequada,0.0
categorical__causa_acidente_Neblina,0.0
categorical__causa_acidente_Modificação proibida,0.0
categorical__causa_acidente_Manobra de mudança de faixa,0.0
categorical__causa_acidente_Faróis desregulados,0.0
categorical__causa_acidente_Desrespeitar a preferência no cruzamento,0.0
categorical__causa_acidente_Desvio temporário,0.0
categorical__causa_acidente_Dormindo,0.0
categorical__causa_acidente_Entrada inopinada do pedestre,0.0
categorical__causa_acidente_Estacionar ou parar em local proibido,0.0
categorical__causa_acidente_Faixas de trânsito com largura insuficiente,0.0
categorical__causa_acidente_Falta de Atenção do Pedestre,0.0
categorical__causa_acidente_Falta de acostamento,0.0
categorical__causa_acidente_Falta de elemento de contenção que evite a saída do leito carroçável,0.0
categorical__causa_acidente_Fenômenos da Natureza,0.0
categorical__causa_acidente_Mal súbito do condutor,0.0
categorical__causa_acidente_Frear bruscamente,0.0
categorical__causa_acidente_Fumaça,0.0
categorical__causa_acidente_Iluminação deficiente,0.0
categorical__causa_acidente_Ingestão de Substâncias Psicoativas,0.0
categorical__causa_acidente_Ingestão de substâncias psicoativas pelo condutor,0.0
categorical__causa_acidente_Ingestão de álcool,0.0
categorical__causa_acidente_Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,0.0
categorical__causa_acidente_Ingestão de álcool ou de substâncias psicoativas pelo pedestre,0.0
categorical__causa_acidente_Mal Súbito,0.0
categorical__causa_acidente_Sinalização encoberta,0.0
categorical__causa_acidente_Sinalização mal posicionada,0.0
categorical__causa_acidente_Sistema de drenagem ineficiente,0.0
categorical__fase_dia_Plena Noite,0.0
categorical__tipo_acidente_Derramamento de Carga,0.0
categorical__tipo_acidente_Derramamento de carga,0.0
categorical__tipo_acidente_Engavetamento,0.0
categorical__tipo_acidente_Eventos atípicos,0.0
categorical__tipo_acidente_Saída de Pista,0.0
categorical__tipo_acidente_Sinistro pessoal de trânsito,0.0
categorical__tipo_acidente_Tombamento,0.0
categorical__fase_dia_(null),0.0
categorical__fase_dia_Amanhecer,0.0
categorical__fase_dia_Plena noite,0.0
categorical__tipo_acidente_Danos Eventuais,0.0
categorical__sentido_via_Não Informado,0.0
categorical__condicao_metereologica_(null),0.0
categorical__condicao_metereologica_Ceu Claro,0.0
categorical__condicao_metereologica_Garoa/Chuvisco,0.0
categorical__condicao_metereologica_Granizo,0.0
categorical__condicao_metereologica_Ignorada,0.0
categorical__condicao_metereologica_Ignorado,0.0
categorical__condicao_metereologica_Neve,0.0
categorical__condicao_metereologica_Nevoeiro/Neblina,0.0
categorical__tipo_acidente_Danos eventuais,0.0
categorical__tipo_acidente_Colisão lateral sentido oposto,0.0
categorical__causa_acidente_Suicídio (presumido),0.0
categorical__causa_acidente_Área urbana sem a presença de local apropriado para a travessia de pedestres,0.0
categorical__causa_acidente_Trafegar com motocicleta (ou similar) entre as faixas,0.0
categorical__causa_acidente_Transitar na calçada,0.0
categorical__causa_acidente_Transitar na contramão,0.0
categorical__causa_acidente_Transitar no Acostamento,0.0
categorical__causa_acidente_Transitar no acostamento,0.0
categorical__causa_acidente_Transtornos Mentais (exceto suicidio),0.0
categorical__causa_acidente_Ultrapassagem Indevida,0.0
categorical__causa_acidente_Ultrapassagem indevida,0.0
categorical__causa_acidente_Velocidade Incompatível,0.0
categorical__tipo_acidente_Atropelamento de Animal,0.0
categorical__tipo_acidente_Colisão lateral mesmo sentido,0.0
categorical__tipo_acidente_Atropelamento de animal,0.0
categorical__tipo_acidente_Capotamento,0.0
categorical__tipo_acidente_Colisão Transversal,0.0
categorical__tipo_acidente_Colisão com objeto,0.0
categorical__tipo_acidente_Colisão com objeto em movimento,0.0
categorical__tipo_acidente_Colisão com objeto estático,0.0
categorical__tipo_acidente_Colisão com objeto fixo,0.0
categorical__tipo_acidente_Colisão com objeto móvel,0.0
categorical__tipo_acidente_Colisão lateral,0.0
categorical__tracado_via_Curva;Retorno Regulamentado,0.0
